farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-002,75-002_1,1,75-002_1_12,12,484,0.444,1.14,551.76,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_13,13,484,0.464,1.32,638.88,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_14,14,484,0.485,1.4,677.6,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_15,15,207,0.513,1.42,293.94,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_16,16,60,0.534,1.51,90.6,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_17,17,60,0.547,1.56,93.6,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_1,1,75-002_1_18,18,60,0.561,1.6,96,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_1,1,505,0.077,0.05,25.25,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-002,75-002_2,2,75-002_2_2,2,650,0.139,0.09,58.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-002,75-002_2,2,75-002_2_3,3,640,0.193,0.25,160,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-002,75-002_2,2,75-002_2_4,4,630,0.246,0.43,270.9,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-002,75-002_2,2,75-002_2_4,4,630,0.246,0.43,270.9,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-002,75-002_2,2,75-002_2_5,5,590,0.293,0.53,312.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-002,75-002_2,2,75-002_2_6,6,590,0.309,0.63,371.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-002,75-002_2,2,75-002_2_7,7,570,0.319,0.69,393.3,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-002,75-002_2,2,75-002_2_8,8,570,0.347,0.74,421.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-002,75-002_2,2,75-002_2_9,9,570,0.374,0.83,473.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-002,75-002_2,2,75-002_2_10,10,570,0.402,0.91,518.7,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_10,10,570,0.402,0.91,518.7,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.208791209
75-002,75-002_2,2,75-002_2_11,11,530,0.423,1,530,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_12,12,530,0.444,1.14,604.2,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_13,13,510,0.464,1.32,673.2,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-002,75-002_2,2,75-002_2_14,14,500,0.485,1.4,700,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-002,75-002_2,2,75-002_2_15,15,500,0.513,1.42,710,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_16,16,500,0.534,1.51,755,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_17,17,500,0.547,1.56,780,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_18,18,500,0.561,1.6,800,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_19,19,450,0.568,1.69,760.5,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_20,20,390,0.589,1.77,690.3,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_21,21,290,0.658,1.81,524.9,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_2,2,75-002_2_22,22,100,0.728,1.86,186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_1,1,600,0.077,0.05,30,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-002,75-002_3,3,75-002_3_2,2,600,0.139,0.09,54,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-002,75-002_3,3,75-002_3_3,3,590,0.193,0.25,147.5,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,3.86
75-002,75-002_3,3,75-002_3_3,3,590,0.193,0.25,147.5,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.86
75-002,75-002_3,3,75-002_3_4,4,590,0.246,0.43,253.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-002,75-002_3,3,75-002_3_5,5,590,0.293,0.53,312.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-002,75-002_3,3,75-002_3_6,6,570,0.309,0.63,359.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-002,75-002_3,3,75-002_3_7,7,570,0.319,0.69,393.3,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_7,7,570,0.319,0.69,393.3,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.311594203
75-002,75-002_3,3,75-002_3_8,8,550,0.347,0.74,407,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_9,9,550,0.374,0.83,456.5,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_10,10,550,0.402,0.91,500.5,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_11,11,550,0.423,1,550,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_12,12,550,0.444,1.14,627,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_13,13,545,0.464,1.32,719.4,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_14,14,545,0.485,1.4,763,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_15,15,545,0.513,1.42,773.9,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_16,16,530,0.534,1.51,800.3,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_3,3,75-002_3_17,17,330,0.547,1.56,514.8,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-002,75-002_4,4,75-002_4_1,1,510,0.077,0.05,25.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-002,75-002_4,4,75-002_4_2,2,506,0.139,0.09,45.54,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-002,75-002_4,4,75-002_4_3,3,506,0.193,0.25,126.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-002,75-002_4,4,75-002_4_4,4,506,0.246,0.43,217.58,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-002,75-002_4,4,75-002_4_5,5,500,0.293,0.53,265,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-002,75-002_4,4,75-002_4_5,5,500,0.293,0.53,265,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-002,75-002_4,4,75-002_4_6,6,490,0.309,0.63,308.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-002,75-002_4,4,75-002_4_7,7,490,0.319,0.69,338.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-002,75-002_4,4,75-002_4_8,8,490,0.347,0.74,362.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-002,75-002_4,4,75-002_4_9,9,490,0.374,0.83,406.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-002,75-002_4,4,75-002_4_10,10,460,0.402,0.91,418.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-002,75-002_4,4,75-002_4_11,11,430,0.423,1,430,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-002,75-002_4,4,75-002_4_12,12,420,0.444,1.14,478.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-002,75-002_4,4,75-002_4_13,13,400,0.464,1.32,528,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-002,75-002_4,4,75-002_4_14,14,400,0.485,1.4,560,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-002,75-002_4,4,75-002_4_15,15,400,0.513,1.42,568,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-002,75-002_4,4,75-002_4_16,16,400,0.534,1.51,604,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-002,75-002_4,4,75-002_4_17,17,350,0.547,1.56,546,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-002,75-002_4,4,75-002_4_18,18,150,0.561,1.6,240,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-002,75-002_4,4,75-002_4_19,19,30,0.568,1.69,50.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.360946746
75-002,75-002_4,4,75-002_4_20,20,30,0.589,1.77,53.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.327683616
75-002,75-002_4,4,75-002_4_21,21,10,0.658,1.81,18.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.635359116
75-002,75-002_5,5,75-002_5_1,1,800,0.077,0.05,40,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-002,75-002_5,5,75-002_5_2,2,800,0.139,0.09,72,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-002,75-002_5,5,75-002_5_3,3,798,0.193,0.25,199.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-002,75-002_5,5,75-002_5_4,4,798,0.246,0.43,343.14,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-002,75-002_5,5,75-002_5_4,4,798,0.246,0.43,343.14,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-002,75-002_5,5,75-002_5_5,5,795,0.293,0.53,421.35,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-002,75-002_5,5,75-002_5_6,6,795,0.309,0.63,500.85,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-002,75-002_5,5,75-002_5_7,7,790,0.319,0.69,545.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-002,75-002_5,5,75-002_5_8,8,770,0.347,0.74,569.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-002,75-002_5,5,75-002_5_9,9,765,0.374,0.83,634.95,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-002,75-002_5,5,75-002_5_10,10,765,0.402,0.91,696.15,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-002,75-002_5,5,75-002_5_11,11,765,0.423,1,765,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-002,75-002_5,5,75-002_5_12,12,765,0.444,1.14,872.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-002,75-002_5,5,75-002_5_13,13,760,0.464,1.32,1003.2,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-002,75-002_5,5,75-002_5_14,14,700,0.485,1.4,980,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-002,75-002_5,5,75-002_5_15,15,520,0.513,1.42,738.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-002,75-002_5,5,75-002_5_16,16,200,0.534,1.51,302,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-002,75-002_5,5,75-002_5_17,17,150,0.547,1.56,234,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-002,75-002_5,5,75-002_5_18,18,100,0.561,1.6,160,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-002,75-002_5,5,75-002_5_19,19,100,0.568,1.69,169,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.360946746
75-002,75-002_5,5,75-002_5_20,20,50,0.589,1.77,88.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.327683616
75-002,75-002_5,5,75-002_5_21,21,50,0.658,1.81,90.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.635359116
75-003,75-003_1,1,75-003_1_1,1,406,0.077,0.05,20.3,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-003,75-003_1,1,75-003_1_2,2,381,0.139,0.09,34.29,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-003,75-003_1,1,75-003_1_3,3,374,0.193,0.25,93.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-003,75-003_1,1,75-003_1_4,4,369,0.246,0.43,158.67,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-003,75-003_1,1,75-003_1_4,4,369,0.246,0.43,158.67,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-003,75-003_1,1,75-003_1_5,5,368,0.293,0.53,195.04,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-003,75-003_1,1,75-003_1_6,6,366,0.309,0.63,230.58,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-003,75-003_1,1,75-003_1_7,7,213,0.319,0.69,146.97,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-003,75-003_1,1,75-003_1_8,8,200,0.347,0.74,148,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-003,75-003_1,1,75-003_1_9,9,197,0.374,0.83,163.51,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-003,75-003_1,1,75-003_1_10,10,177,0.402,0.91,161.07,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-003,75-003_1,1,75-003_1_11,11,137,0.423,1,137,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-003,75-003_1,1,75-003_1_12,12,87,0.444,1.14,99.18,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-003,75-003_1,1,75-003_1_13,13,37,0.464,1.32,48.84,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-003,75-003_1,1,75-003_1_14,14,17,0.485,1.4,23.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-004,75-004_1,1,75-004_1_1,1,715,0.077,0.05,35.75,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-004,75-004_1,1,75-004_1_2,2,713,0.139,0.09,64.17,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-004,75-004_1,1,75-004_1_3,3,713,0.193,0.25,178.25,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-004,75-004_1,1,75-004_1_4,4,712,0.246,0.43,306.16,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-004,75-004_1,1,75-004_1_5,5,702,0.293,0.53,372.06,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-004,75-004_1,1,75-004_1_5,5,702,0.293,0.53,372.06,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-004,75-004_1,1,75-004_1_6,6,702,0.309,0.63,442.26,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-004,75-004_1,1,75-004_1_7,7,702,0.319,0.69,484.38,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-004,75-004_1,1,75-004_1_8,8,665,0.347,0.74,492.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-004,75-004_1,1,75-004_1_9,9,656,0.374,0.83,544.48,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-004,75-004_1,1,75-004_1_10,10,652,0.402,0.91,593.32,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-004,75-004_1,1,75-004_1_11,11,650,0.423,1,650,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-004,75-004_1,1,75-004_1_12,12,650,0.444,1.14,741,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-004,75-004_1,1,75-004_1_13,13,650,0.464,1.32,858,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-004,75-004_1,1,75-004_1_14,14,500,0.485,1.4,700,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-004,75-004_1,1,75-004_1_15,15,250,0.513,1.42,355,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-004,75-004_1,1,75-004_1_16,16,135,0.534,1.51,203.85,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-004,75-004_1,1,75-004_1_17,17,105,0.547,1.56,163.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-004,75-004_1,1,75-004_1_18,18,97,0.561,1.6,155.2,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-004,75-004_2,2,75-004_2_1,1,1300,0.077,0.05,65,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-004,75-004_2,2,75-004_2_2,2,1282,0.139,0.09,115.38,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-004,75-004_2,2,75-004_2_3,3,1275,0.193,0.25,318.75,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-004,75-004_2,2,75-004_2_4,4,1250,0.246,0.43,537.5,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-004,75-004_2,2,75-004_2_4,4,1250,0.246,0.43,537.5,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.860465116
75-004,75-004_2,2,75-004_2_5,5,1170,0.293,0.53,620.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-004,75-004_2,2,75-004_2_6,6,1125,0.309,0.63,708.75,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-004,75-004_2,2,75-004_2_7,7,1114,0.319,0.69,768.66,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-004,75-004_2,2,75-004_2_8,8,1100,0.347,0.74,814,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-004,75-004_2,2,75-004_2_9,9,896,0.374,0.83,743.68,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-004,75-004_2,2,75-004_2_10,10,437,0.402,0.91,397.67,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-004,75-004_2,2,75-004_2_11,11,424,0.423,1,424,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-004,75-004_2,2,75-004_2_12,12,398,0.444,1.14,453.72,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-004,75-004_2,2,75-004_2_13,13,380,0.464,1.32,501.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-004,75-004_2,2,75-004_2_14,14,360,0.485,1.4,504,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-004,75-004_2,2,75-004_2_15,15,346,0.513,1.42,491.32,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-004,75-004_2,2,75-004_2_16,16,331,0.534,1.51,499.81,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-004,75-004_2,2,75-004_2_17,17,212,0.547,1.56,330.72,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-004,75-004_2,2,75-004_2_18,18,16,0.561,1.6,25.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-004,75-004_2,2,75-004_2_19,19,7,0.568,1.69,11.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-004,75-004_2,2,75-004_2_20,20,7,0.589,1.77,12.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-004,75-004_3,3,75-004_3_1,1,1002,0.077,0.05,50.1,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-004,75-004_3,3,75-004_3_2,2,1002,0.139,0.09,90.18,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-004,75-004_3,3,75-004_3_3,3,996,0.193,0.25,249,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-004,75-004_3,3,75-004_3_4,4,992,0.246,0.43,426.56,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-004,75-004_3,3,75-004_3_5,5,984,0.293,0.53,521.52,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-004,75-004_3,3,75-004_3_5,5,984,0.293,0.53,521.52,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-004,75-004_3,3,75-004_3_6,6,976,0.309,0.63,614.88,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
