farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-103,75-103_1,1,75-103_1_11,11,500,0.423,1,500,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_12,12,490,0.444,1.14,558.6,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_13,13,490,0.464,1.32,646.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_14,14,490,0.485,1.4,686,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_15,15,490,0.513,1.42,695.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_16,16,485,0.534,1.51,732.35,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_17,17,485,0.547,1.56,756.6,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_18,18,485,0.561,1.6,776,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_19,19,435,0.568,1.69,735.15,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_20,20,415,0.589,1.77,734.55,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_21,21,415,0.658,1.81,751.15,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_1,1,75-103_1_22,22,80,0.728,1.86,148.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_1,1,300,0.077,0.05,15,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-103,75-103_2,2,75-103_2_2,2,300,0.139,0.09,27,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-103,75-103_2,2,75-103_2_3,3,294,0.193,0.25,73.5,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-103,75-103_2,2,75-103_2_4,4,294,0.246,0.43,126.42,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-103,75-103_2,2,75-103_2_5,5,280,0.293,0.53,148.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_6,6,270,0.309,0.63,170.1,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_7,7,260,0.319,0.69,179.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_8,8,245,0.347,0.74,181.3,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_9,9,240,0.374,0.83,199.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_10,10,240,0.402,0.91,218.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_11,11,230,0.423,1,230,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_12,12,230,0.444,1.14,262.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_13,13,200,0.464,1.32,264,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_2,2,75-103_2_14,14,180,0.485,1.4,252,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_1,1,300,0.077,0.05,15,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-103,75-103_3,3,75-103_3_2,2,293,0.139,0.09,26.37,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-103,75-103_3,3,75-103_3_3,3,293,0.193,0.25,73.25,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_4,4,290,0.246,0.43,124.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_5,5,290,0.293,0.53,153.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_6,6,280,0.309,0.63,176.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_7,7,280,0.319,0.69,193.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_8,8,280,0.347,0.74,207.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_9,9,260,0.374,0.83,215.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_10,10,200,0.402,0.91,182,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_11,11,200,0.423,1,200,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_12,12,195,0.444,1.14,222.3,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_13,13,195,0.464,1.32,257.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_14,14,195,0.485,1.4,273,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_15,15,190,0.513,1.42,269.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_16,16,190,0.534,1.51,286.9,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_17,17,188,0.547,1.56,293.28,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_18,18,188,0.561,1.6,300.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-103,75-103_3,3,75-103_3_19,19,124,0.568,1.69,209.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-104,75-104_1,1,75-104_1_1,1,101,0.077,0.05,5.05,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,77
75-104,75-104_1,1,75-104_1_2,2,100,0.139,0.09,9,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,77.22222222
75-104,75-104_1,1,75-104_1_3,3,100,0.193,0.25,25,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,38.6
75-104,75-104_1,1,75-104_1_4,4,100,0.246,0.43,43,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,28.60465116
75-104,75-104_1,1,75-104_1_5,5,100,0.293,0.53,53,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,27.64150943
75-104,75-104_1,1,75-104_1_6,6,100,0.309,0.63,63,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,24.52380952
75-104,75-104_1,1,75-104_1_7,7,100,0.319,0.69,69,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,23.11594203
75-104,75-104_1,1,75-104_1_8,8,100,0.347,0.74,74,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,23.44594595
75-104,75-104_1,1,75-104_1_9,9,100,0.374,0.83,83,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,22.53012048
75-104,75-104_1,1,75-104_1_10,10,97,0.402,0.91,88.27,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,22.08791209
75-104,75-104_1,1,75-104_1_11,11,97,0.423,1,97,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,21.15
75-104,75-104_1,1,75-104_1_12,12,97,0.444,1.14,110.58,1,FE046,CON CO C235NEW,PROCONCO,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-104,75-104_1,1,75-104_1_13,13,97,0.464,1.32,128.04,1,FE046,CON CO C235NEW,PROCONCO,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-104,75-104_1,1,75-104_1_14,14,97,0.485,1.4,135.8,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.32142857
75-104,75-104_1,1,75-104_1_15,15,97,0.513,1.42,137.74,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,18.06338028
75-104,75-104_1,1,75-104_1_16,16,97,0.534,1.51,146.47,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.68211921
75-104,75-104_1,1,75-104_1_17,17,97,0.547,1.56,151.32,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.53205128
75-104,75-104_1,1,75-104_1_18,18,97,0.561,1.6,155.2,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.53125
75-104,75-104_1,1,75-104_1_19,19,52,0.568,1.69,87.88,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,16.80473373
75-104,75-104_2,2,75-104_2_1,1,100,0.077,0.05,5,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,77
75-104,75-104_2,2,75-104_2_2,2,99,0.139,0.09,8.91,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,77.22222222
75-104,75-104_2,2,75-104_2_3,3,97,0.193,0.25,24.25,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,38.6
75-104,75-104_2,2,75-104_2_4,4,96,0.246,0.43,41.28,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,28.60465116
75-104,75-104_2,2,75-104_2_5,5,96,0.293,0.53,50.88,1,FE024,CON CO P221,PROCONCO,C,Brooding ,Chicken,1,0,,1,chlortetracycline,50,27.64150943
75-104,75-104_2,2,75-104_2_6,6,95,0.309,0.63,59.85,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,24.52380952
75-104,75-104_2,2,75-104_2_7,7,95,0.319,0.69,65.55,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,23.11594203
75-104,75-104_2,2,75-104_2_8,8,95,0.347,0.74,70.3,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,23.44594595
75-104,75-104_2,2,75-104_2_9,9,95,0.374,0.83,78.85,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,22.53012048
75-104,75-104_2,2,75-104_2_10,10,95,0.402,0.91,86.45,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,22.08791209
75-104,75-104_2,2,75-104_2_11,11,95,0.423,1,95,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,21.15
75-104,75-104_2,2,75-104_2_12,12,95,0.444,1.14,108.3,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,19.47368421
75-104,75-104_2,2,75-104_2_13,13,95,0.464,1.32,125.4,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.57575758
75-104,75-104_2,2,75-104_2_14,14,95,0.485,1.4,133,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.32142857
75-104,75-104_2,2,75-104_2_15,15,78,0.513,1.42,110.76,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,18.06338028
75-104,75-104_2,2,75-104_2_16,16,18,0.534,1.51,27.18,1,FE025,CON CO P222,PROCONCO,P,Growing ,Chicken,1,0,,1,chlortetracycline,50,17.68211921
75-105,75-105_1,1,75-105_1_1,1,510,0.077,0.05,25.5,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,15.4
75-105,75-105_1,1,75-105_1_2,2,505,0.139,0.09,45.45,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,15.44444444
75-105,75-105_1,1,75-105_1_3,3,495,0.193,0.25,123.75,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,7.72
75-105,75-105_1,1,75-105_1_4,4,489,0.246,0.43,210.27,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,5.720930233
75-105,75-105_1,1,75-105_1_5,5,487,0.293,0.53,258.11,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,5.528301887
75-105,75-105_1,1,75-105_1_6,6,355,0.309,0.63,223.65,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.904761905
75-105,75-105_1,1,75-105_1_7,7,350,0.319,0.69,241.5,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.623188406
75-105,75-105_1,1,75-105_1_8,8,329,0.347,0.74,243.46,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.689189189
75-105,75-105_1,1,75-105_1_9,9,304,0.374,0.83,252.32,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.506024096
75-105,75-105_1,1,75-105_1_10,10,300,0.402,0.91,273,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.417582418
75-105,75-105_1,1,75-105_1_11,11,300,0.423,1,300,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,4.23
75-105,75-105_1,1,75-105_1_12,12,300,0.444,1.14,342,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.894736842
75-105,75-105_1,1,75-105_1_13,13,300,0.464,1.32,396,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.515151515
75-105,75-105_1,1,75-105_1_14,14,300,0.485,1.4,420,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.464285714
75-105,75-105_1,1,75-105_1_15,15,300,0.513,1.42,426,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.612676056
75-105,75-105_1,1,75-105_1_16,16,300,0.534,1.51,453,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.536423841
75-105,75-105_1,1,75-105_1_17,17,300,0.547,1.56,468,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.506410256
75-105,75-105_1,1,75-105_1_18,18,300,0.561,1.6,480,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.50625
75-105,75-105_1,1,75-105_1_19,19,184,0.568,1.69,310.96,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.360946746
75-105,75-105_1,1,75-105_1_20,20,82,0.589,1.77,145.14,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.327683616
75-105,75-105_1,1,75-105_1_21,21,6,0.658,1.81,10.86,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.635359116
75-105,75-105_1,1,75-105_1_22,22,6,0.728,1.86,11.16,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.913978495
75-105,75-105_1,1,75-105_1_23,23,6,0.755,1.93,11.58,1,FE059,BROILERTECH 2101,CARGILL,C,Brooding ,Chicken,1,0,,1,virginiamycin,10,3.911917098
75-105,75-105_1,1,75-105_1_24,24,6,0.762,2,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_1,1,307,0.077,0.05,15.35,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_2,2,298,0.139,0.09,26.82,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_3,3,292,0.193,0.25,73,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_4,4,292,0.246,0.43,125.56,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_5,5,290,0.293,0.53,153.7,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_6,6,290,0.309,0.63,182.7,2,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_7,7,290,0.319,0.69,200.1,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_8,8,290,0.347,0.74,214.6,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_9,9,288,0.374,0.83,239.04,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_10,10,288,0.402,0.91,262.08,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_11,11,288,0.423,1,288,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_12,12,288,0.444,1.14,328.32,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_13,13,288,0.464,1.32,380.16,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_14,14,220,0.485,1.4,308,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_15,15,114,0.513,1.42,161.88,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_1,1,75-106_1_16,16,22,0.534,1.51,33.22,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_1,1,507,0.077,0.05,25.35,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_2,2,500,0.139,0.09,45,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_3,3,495,0.193,0.25,123.75,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_4,4,493,0.246,0.43,211.99,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_5,5,490,0.293,0.53,259.7,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_6,6,487,0.309,0.63,306.81,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_7,7,480,0.319,0.69,331.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_8,8,480,0.347,0.74,355.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_9,9,480,0.374,0.83,398.4,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_10,10,480,0.402,0.91,436.8,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_11,11,480,0.423,1,480,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_12,12,480,0.444,1.14,547.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_13,13,480,0.464,1.32,633.6,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_14,14,480,0.485,1.4,672,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_15,15,479,0.513,1.42,680.18,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_16,16,375,0.534,1.51,566.25,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_17,17,375,0.547,1.56,585,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_18,18,366,0.561,1.6,585.6,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_19,19,366,0.568,1.69,618.54,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_20,20,163,0.589,1.77,288.51,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_2,2,75-106_2_21,21,113,0.658,1.81,204.53,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_1,1,304,0.077,0.05,15.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_2,2,293,0.139,0.09,26.37,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_3,3,288,0.193,0.25,72,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_4,4,286,0.246,0.43,122.98,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_5,5,284,0.293,0.53,150.52,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_6,6,284,0.309,0.63,178.92,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_7,7,280,0.319,0.69,193.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_8,8,280,0.347,0.74,207.2,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-106,75-106_3,3,75-106_3_9,9,280,0.374,0.83,232.4,1,FE051,SUNRISE S362,AU CHAU,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
